raw extension,env ext,raw flex,env flex
2.87,0.3,2.27,0.9
2.84,0.29,2.58,0.95
2.87,0.29,2.38,1.01
2.81,0.28,2.83,1.1
2.95,0.29,3.15,1.1
2.8,0.29,2.57,1.12
2.9,0.29,2.24,1.12
2.77,0.28,2.44,1.18
2.85,0.28,2.75,1.18
2.83,0.29,2.33,1.18
2.81,0.3,2.61,1.26
2.98,0.31,2.9,1.24
2.79,0.32,2.5,1.23
2.78,0.31,2.19,1.21
2.61,0.31,2.56,1.25
2.66,0.32,2.48,1.28
3.05,0.32,2.71,1.26
2.79,0.34,2.42,1.21
2.83,0.34,2.23,1.22
2.79,0.33,2.4,1.3
2.94,0.33,2.47,1.41
2.93,0.36,3.22,1.43
2.46,0.36,2.89,1.45
2.93,0.37,1.65,1.47
2.87,0.36,1.92,1.76
2.83,0.35,3.12,1.95
2.92,0.35,3.42,1.92
2.81,0.36,2.5,1.89
2.81,0.36,2.7,1.84
2.78,0.36,2.1,1.85
2.97,0.35,2.5,2.03
2.57,0.36,2.37,2.16
2.89,0.36,2.96,2.32
2.7,0.36,2.68,2.31
2.93,0.36,2.59,2.41
2.86,0.37,2.66,2.43
2.76,0.36,2.72,2.43
2.61,0.37,2.41,2.45
2.57,0.38,2.91,2.47
3.04,0.38,2.83,2.43
2.79,0.38,2.97,2.36
3.01,0.4,2,2.37
2.35,0.41,1.59,2.38
2.88,0.44,2.1,2.67
2.8,0.43,2.67,2.91
3.06,0.43,2.73,3.07
2.71,0.42,2.82,3.17
2.89,0.41,2.63,3.21
2.88,0.43,2.62,3.27
2.56,0.43,2.79,3.33
2.91,0.43,2.43,3.33
2.9,0.43,2.6,3.4
2.52,0.44,2.93,3.36
2.92,0.43,2.37,3.29
2.85,0.43,2.24,3.39
2.76,0.42,2.62,3.46
2.94,0.41,2.91,3.44
2.75,0.42,2.63,3.48
2.73,0.41,2.42,3.45
2.69,0.41,2.12,3.53
2.67,0.4,3.04,3.56
2.95,0.4,2.77,3.43
2.79,0.39,2.51,3.37
2.85,0.39,3.23,3.27
2.89,0.39,1.61,3.26
2.79,0.39,2.55,3.4
2.72,0.38,1.92,3.46
2.81,0.38,2.5,3.61
2.83,0.37,2.83,3.7
3.01,0.37,2.95,3.72
2.81,0.38,2.87,3.6
2.78,0.38,2.39,3.55
2.95,0.37,2.38,3.64
2.76,0.38,2.51,3.68
2.68,0.37,2.83,3.7
2.97,0.36,2.61,3.65
2.89,0.37,2.85,3.54
2.29,0.38,2.28,3.51
2.91,0.39,2.52,3.58
2.81,0.38,3.2,3.58
2.96,0.38,1.99,3.52
2.91,0.37,2.17,3.67
2.81,0.38,2.79,3.74
2.78,0.38,2.78,3.76
2.76,0.38,2.93,3.78
2.91,0.38,2.64,3.73
2.73,0.37,2.46,3.71
2.94,0.36,2.72,3.7
2.63,0.36,2.54,3.62
2.92,0.36,2.5,3.63
2.87,0.35,2.9,3.54
2.84,0.34,2.64,3.42
2.8,0.33,2.48,3.33
2.83,0.32,1.78,3.37
2.84,0.31,2.37,3.46
2.83,0.32,2.74,3.52
2.85,0.31,2.69,3.55
2.78,0.31,2.82,3.51
2.8,0.3,2.42,3.49
2.82,0.29,2.69,3.47
2.9,0.3,3.54,3.41
2.75,0.3,2.61,3.42
2.77,0.3,1.86,3.41
2.56,0.3,2.59,3.42
2.83,0.29,2.63,3.46
2.77,0.29,2.2,3.5
2.81,0.29,2.55,3.53
2.84,0.28,2.57,3.53
2.81,0.27,2.61,3.54
2.97,0.27,2.71,3.54
2.74,0.27,2.57,3.53
2.76,0.27,2.65,3.51
2.81,0.26,2.57,3.48
2.83,0.26,2.75,3.43
2.92,0.26,2.67,3.34
2.75,0.26,2.5,3.27
2.82,0.26,2.45,3.23
2.86,0.25,2.53,3.22
2.76,0.25,2.57,3.21
2.83,0.24,2.64,3.18
2.87,0.24,2.65,3.14
2.79,0.24,2.54,3.08
2.77,0.24,2.52,3.04
2.76,0.23,2.66,3
2.82,0.23,2.56,2.93
2.82,0.23,2.6,2.91
2.86,0.22,2.57,2.88
2.84,0.22,2.65,2.85
2.79,0.22,2.6,2.8
2.81,0.22,2.57,2.75
2.81,0.22,2.74,2.68
2.81,0.21,2.74,2.58
2.83,0.21,2.58,2.49
2.83,0.21,2.63,2.39
2.87,0.21,2.46,2.37
2.72,0.21,2.72,2.32
2.84,0.21,2.52,2.24
2.84,0.21,2.28,2.23
2.88,0.21,2.73,2.21
2.77,0.21,2.58,2.17
2.82,0.21,2.25,2.16
2.85,0.2,2.64,2.17
2.77,0.2,2.58,2.17
2.84,0.2,2.66,2.15
2.83,0.19,2.64,2.11
2.87,0.2,2.59,2.07
2.77,0.2,2.59,2.04
2.8,0.19,2.57,2
2.87,0.19,2.64,1.96
2.84,0.19,2.62,1.9
2.87,0.19,2.59,1.84
2.73,0.19,2.61,1.79
2.83,0.19,2.54,1.74
2.79,0.19,2.56,1.7
2.85,0.19,2.64,1.64
2.75,0.2,2.55,1.59
2.86,0.2,2.71,1.53
2.73,0.2,2.57,1.48
2.85,0.21,2.54,1.43
2.82,0.22,2.56,1.37
2.86,0.22,2.59,1.32
2.88,0.22,2.61,1.28
2.79,0.23,2.58,1.23
2.64,0.23,2.57,1.18
2.89,0.23,2.59,1.14
2.82,0.24,2.63,1.09
2.9,0.23,2.56,1.06
2.94,0.25,2.64,1.03
2.63,0.27,2.57,1
2.42,0.28,2.61,0.98
3.14,0.31,2.65,0.96
2.78,0.31,2.64,0.95
2.87,0.32,2.29,0.94
2.99,0.32,2.47,0.92
2.89,0.33,2.68,0.89
3.03,0.36,2.58,0.87
2.39,0.39,2.58,0.85
2.47,0.42,2.59,0.82
2.72,0.46,2.67,0.8
2.96,0.46,2.66,0.79
2.98,0.45,2.57,0.81
2.81,0.44,2.57,0.79
2.79,0.43,2.56,0.78
2.69,0.43,2.59,0.78
2.81,0.42,2.62,0.78
2.97,0.41,2.56,0.79
3.04,0.43,2.61,0.79
2.83,0.47,2.63,0.8
2.63,0.47,2.58,0.81
2.32,0.48,2.57,0.83
3,0.53,2.57,0.84
2.97,0.52,2.52,0.85
2.83,0.51,2.59,0.85
2.82,0.49,2.64,0.87
2.72,0.5,2.54,0.88
2.96,0.5,2.62,0.89
3.09,0.49,2.64,0.92
2.93,0.55,2.62,0.96
3.05,0.59,2.59,0.99
2.33,0.62,2.61,1.04
2.37,0.64,2.54,1.07
2.63,0.65,2.52,1.09
2.66,0.66,2.59,1.1
2.87,0.71,2.61,1.12
3.14,0.7,2.62,1.14
2.81,0.68,2.55,1.18
2.72,0.67,2.59,1.2
3.2,0.66,2.59,1.22
3.09,0.71,2.59,1.25
2.54,0.73,2.62,1.28
2.4,0.72,2.58,1.31
2.54,0.77,2.64,1.35
2.89,0.78,2.53,1.38
2.79,0.78,2.59,1.41
3.11,0.76,2.54,1.44
2.75,0.75,2.59,1.45
2.87,0.73,2.63,1.49
2.86,0.7,2.61,1.53
2.75,0.69,2.58,1.58
2.87,0.66,2.54,1.62
2.81,0.66,2.64,1.64
2.72,0.64,2.6,1.7
2.82,0.64,2.61,1.74
2.92,0.62,2.6,1.78
2.8,0.6,2.58,1.83
2.81,0.58,2.57,1.87
2.88,0.56,2.59,1.91
2.79,0.56,2.62,1.96
3.04,0.55,2.59,1.99
3.08,0.59,2.62,2.05
2.42,0.61,2.59,2.1
2.46,0.6,2.56,2.14
2.9,0.61,2.57,2.17
2.77,0.6,2.57,2.21
2.71,0.59,2.61,2.24
2.99,0.58,2.61,2.29
2.96,0.59,2.56,2.33
2.56,0.59,2.59,2.35
2.44,0.59,2.57,2.39
3.06,0.6,2.54,2.41
2.94,0.58,2.58,2.44
2.81,0.57,2.64,2.48
2.85,0.56,2.58,2.52
2.76,0.56,2.58,2.55
2.78,0.54,2.67,2.6
2.9,0.53,2.54,2.63
2.89,0.52,2.62,2.66
2.85,0.51,2.6,2.7
2.72,0.5,2.59,2.74
2.84,0.49,2.58,2.78
2.9,0.48,2.54,2.81
2.79,0.48,2.64,2.84
2.84,0.47,2.6,2.89
2.75,0.46,2.51,2.92
3.14,0.48,2.6,2.95
2.83,0.51,2.64,2.99
2.51,0.51,2.61,3.04
2.35,0.55,2.55,3.08
2.93,0.59,2.48,3.1
3.15,0.58,2.6,3.11
2.83,0.57,2.58,3.15
2.97,0.56,2.6,3.17
3.14,0.57,2.55,3.2
2.91,0.6,2.61,3.23
2.31,0.62,2.62,3.26
2.17,0.64,2.58,3.27
2.96,0.66,2.63,3.3
2.74,0.65,2.54,3.32
3.01,0.64,2.52,3.34
2.88,0.62,2.58,3.36
2.83,0.61,2.59,3.38
2.96,0.61,2.62,3.4
3.16,0.66,2.6,3.45
2.65,0.66,2.59,3.48
2.63,0.66,2.47,3.51
2.9,0.69,2.56,3.52
3.09,0.69,2.57,3.52
2.73,0.67,2.67,3.54
2.73,0.68,2.52,3.56
3.32,0.69,2.61,3.56
2.72,0.74,2.72,3.6
2,0.78,2.45,3.65
2.82,0.78,2.47,3.63
3.09,0.76,2.64,3.6
2.83,0.75,2.63,3.62
2.63,0.76,2.56,3.61
3.26,0.76,2.63,3.64
3.33,0.84,2.56,3.66
2.19,0.88,2.61,3.69
2.26,0.97,2.49,3.7
3.14,1.04,2.71,3.7
3.07,1,2.59,3.74
2.92,0.97,2.37,3.73
3.02,0.98,2.48,3.7
2.97,0.96,2.62,3.66
3.68,1,2.65,3.66
2.41,1.1,2.62,3.66
1.6,1.13,2.62,3.68
2.15,1.25,2.51,3.67
3.71,1.29,2.57,3.66
2.87,1.26,2.66,3.65
3.42,1.26,2.6,3.63
2.77,1.28,2.56,3.63
2.04,1.28,2.53,3.59
2.49,1.3,2.59,3.56
3.38,1.29,2.62,3.54
2.9,1.26,2.63,3.53
2.67,1.22,2.74,3.57
2.6,1.2,2.51,3.6
3.02,1.16,2.46,3.58
2.65,1.17,2.6,3.56
3.74,1.18,2.61,3.55
2.22,1.21,2.56,3.55
2.72,1.23,2.51,3.54
3.44,1.22,2.55,3.51
2.97,1.19,2.51,3.48
2.09,1.18,2.57,3.45
2.66,1.25,2.61,3.42
3.12,1.22,2.64,3.39
2.87,1.18,2.75,3.42
2.79,1.14,2.55,3.45
2.71,1.11,2.35,3.43
2.92,1.07,2.63,3.38
2.9,1.04,2.53,3.35
2.73,1.02,2.65,3.31
2.71,0.98,2.57,3.3
2.93,0.95,2.58,3.29
2.66,0.94,2.62,3.27
2.84,0.91,2.64,3.27
2.67,0.89,2.47,3.26
2.98,0.87,2.63,3.25
3.03,0.87,2.64,3.29
2.66,0.86,2.34,3.28
2.64,0.84,2.54,3.25
3.28,0.84,2.69,3.22
3.12,0.88,2.63,3.22
2.07,0.91,2.52,3.2
2.35,0.93,2.61,3.19
3.19,0.94,2.6,3.18
2.84,0.92,2.57,3.19
2.92,0.89,2.52,3.17
2.8,0.88,2.55,3.14
2.89,0.86,2.7,3.12
3.12,0.84,2.62,3.14
2.72,0.89,2.6,3.17
2.33,0.89,2.41,3.16
2.84,0.88,2.6,3.14
1.58,0.94,2.46,3.12
3.58,1.01,2.55,3.07
3.37,1.01,2.59,3.05
2.24,1.02,2.57,3.02
3.18,1.01,2.63,3
2.87,0.98,2.57,2.99
2.89,0.96,2.61,2.97
2.92,0.93,2.51,2.95
2.67,0.91,2.56,2.92
2.73,0.87,2.61,2.91
2.92,0.85,2.6,2.89
2.84,0.82,2.56,2.88
2.84,0.8,2.63,2.85
2.73,0.78,2.61,2.85
3.25,0.78,2.49,2.85
2.65,0.78,2.65,2.81
2.83,0.77,2.6,2.81
2.79,0.74,2.54,2.8
2.91,0.73,2.56,2.77
2.89,0.72,2.57,2.75
2.63,0.73,2.6,2.73
2.8,0.73,2.61,2.74
3.23,0.73,2.54,2.74
2.52,0.77,2.6,2.73
2.01,0.8,2.47,2.72
3.6,0.87,2.5,2.67
2.91,0.86,2.6,2.64
2.71,0.84,2.57,2.61
2.86,0.81,2.63,2.6
2.87,0.79,2.51,2.58
3.06,0.77,2.64,2.54
2.99,0.77,2.82,2.55
3.18,0.83,2.56,2.61
2.56,0.83,2.31,2.6
2.03,0.9,2.55,2.57
3.53,0.91,2.55,2.53
2.89,0.9,2.59,2.49
3.07,0.89,2.48,2.46
2.26,0.89,2.62,2.42
2.87,0.88,2.61,2.4
2.91,0.86,2.53,2.39
2.9,0.84,2.56,2.37
2.89,0.83,2.61,2.36
2.67,0.81,2.58,2.34
2.81,0.79,2.48,2.31
2.85,0.77,2.73,2.29
2.9,0.75,2.58,2.29
2.74,0.73,2.52,2.28
2.95,0.71,2.62,2.27
2.74,0.69,2.54,2.26
3.01,0.67,2.56,2.23
2.56,0.68,2.52,2.2
2.89,0.67,2.68,2.18
2.94,0.7,2.57,2.17
2.45,0.72,2.55,2.16
2.07,0.76,2.56,2.14
3.21,0.77,2.57,2.12
2.76,0.76,2.52,2.11
2.96,0.75,2.6,2.09
2.75,0.74,2.57,2.07
2.85,0.73,2.69,2.08
2.76,0.73,2.44,2.1
2.83,0.73,2.56,2.08
3,0.76,2.53,2.06
2.19,0.82,2.43,2.01
2.87,0.87,2.58,1.96
3.28,0.86,2.66,1.92
2.87,0.86,2.66,1.92
2.74,0.83,2.58,1.91
2.65,0.81,2.6,1.89
2.93,0.79,2.6,1.89
3.04,0.79,2.61,1.89
2.58,0.81,2.56,1.89
2.83,0.81,2.61,1.88
2.9,0.8,2.53,1.88
2.73,0.78,2.54,1.85
2.67,0.77,2.62,1.82
2.81,0.74,2.58,1.82
2.85,0.72,2.56,1.8
2.79,0.7,2.54,1.78
2.83,0.68,2.6,1.76
2.79,0.65,2.58,1.75
2.81,0.64,2.58,1.74
2.84,0.63,2.58,1.72
2.86,0.62,2.6,1.71
2.81,0.61,2.56,1.69
2.82,0.6,2.57,1.67
2.82,0.58,2.64,1.66
2.75,0.59,2.65,1.67
2.86,0.57,2.53,1.67
2.51,0.58,2.49,1.67
2.96,0.57,2.62,1.65
3.14,0.57,2.53,1.63
2.56,0.58,2.54,1.61
2.79,0.57,2.58,1.58
2.75,0.58,2.6,1.56
2.89,0.56,2.58,1.56
2.92,0.55,2.64,1.55
2.88,0.54,2.62,1.57
2.76,0.53,2.54,1.57
2.77,0.52,2.5,1.55
2.78,0.5,2.59,1.54
2.82,0.49,2.59,1.53
2.88,0.48,2.61,1.53
2.83,0.47,2.63,1.53
2.8,0.46,2.6,1.54
2.79,0.44,2.51,1.55
2.8,0.43,2.57,1.54
2.86,0.42,2.46,1.52
2.8,0.41,2.65,1.5
2.79,0.4,2.63,1.5
2.82,0.39,2.61,1.51
2.83,0.38,2.57,1.52
2.83,0.37,2.56,1.52
2.81,0.37,2.58,1.52
2.81,0.36,2.63,1.53
2.79,0.35,2.61,1.54
2.82,0.35,2.52,1.56
2.81,0.34,2.43,1.55
2.83,0.33,2.59,1.52
2.81,0.32,2.59,1.51
2.81,0.31,2.57,1.49
2.82,0.31,2.62,1.49
2.82,0.3,2.63,1.49
2.8,0.29,2.62,1.51
2.81,0.29,2.6,1.53
2.81,0.28,2.49,1.53
2.83,0.27,2.49,1.51
2.78,0.27,2.52,1.49
2.81,0.26,2.6,1.44
2.8,0.25,2.64,1.42
2.8,0.25,2.63,1.43
2.79,0.24,2.62,1.44
2.83,0.24,2.49,1.43
2.83,0.24,2.62,1.41
2.83,0.25,2.71,1.42
2.61,0.25,2.49,1.44
2.83,0.25,2.53,1.42
2.85,0.24,2.48,1.39
2.83,0.24,2.68,1.38
2.75,0.23,2.75,1.39
2.86,0.23,2.49,1.43
2.82,0.23,2.53,1.42
2.82,0.22,2.39,1.39
2.85,0.22,2.57,1.34
3.06,0.23,2.63,1.31
2.81,0.26,2.67,1.31
2.59,0.26,2.66,1.3
2.64,0.29,2.65,1.34
3.07,0.3,2.6,1.38
2.84,0.3,2.57,1.4
2.79,0.29,2.34,1.38
2.83,0.29,2.54,1.33
2.81,0.28,2.67,1.3
2.82,0.28,2.63,1.29
2.86,0.28,2.59,1.29
2.78,0.28,2.72,1.29
2.73,0.28,2.53,1.31
2.78,0.28,2.13,1.28
2.87,0.28,2.63,1.27
2.81,0.27,2.7,1.22
2.81,0.26,2.64,1.2
2.82,0.26,2.58,1.18
2.92,0.26,2.5,1.14
2.89,0.28,2.59,1.09
2.7,0.31,2.68,1.08
2.56,0.32,2.54,1.08
2.65,0.35,2.66,1.06
2.99,0.35,2.55,1.07
2.88,0.34,2.53,1.06
2.83,0.33,2.53,1.03
2.82,0.33,2.55,1
2.81,0.32,2.56,0.96
2.77,0.31,2.73,0.95
2.79,0.3,2.85,0.99
2.93,0.3,2.36,1.04
2.76,0.3,2.36,1.02
2.65,0.3,2.91,1.02
2.96,0.3,2.16,1.02
2.82,0.3,2.63,0.99
2.9,0.29,3.27,1.07
3.1,0.33,2.39,1.22
2.73,0.37,1.97,1.2
2.3,0.37,2.83,1.19
2.69,0.43,3,1.25
2.91,0.43,2.23,1.37
2.94,0.42,1.94,1.36
2.78,0.41,2.74,1.39
2.7,0.42,2.86,1.39
2.9,0.41,1.9,1.43
2.83,0.4,2.67,1.52
2.83,0.38,2.69,1.51
2.81,0.37,2.61,1.5
2.83,0.36,2.77,1.46
2.83,0.35,2.66,1.41
2.84,0.34,2.59,1.38
2.79,0.33,2.68,1.33
2.83,0.33,2.61,1.28
2.72,0.32,2.59,1.24
2.88,0.32,2.49,1.19
2.81,0.31,2.46,1.16
2.81,0.3,2.56,1.14
2.81,0.29,2.62,1.11
2.83,0.29,2.66,1.08
2.84,0.29,2.7,1.05
2.91,0.29,2.66,1.04
2.78,0.31,2.57,1.03
2.64,0.31,2.62,1.04
2.6,0.32,2.39,1
2.89,0.34,2.81,0.98
2.91,0.34,3.22,1.12
2.83,0.33,1.55,1.28
2.83,0.33,2.31,1.43
2.85,0.32,3.23,1.44
2.8,0.32,2.52,1.49
2.81,0.31,2.26,1.49
2.77,0.31,2.7,1.5
2.96,0.31,2.61,1.45
2.77,0.31,2.61,1.4
2.77,0.3,2.5,1.39
2.88,0.3,2.6,1.38
2.95,0.3,2.6,1.36
2.84,0.31,2.63,1.33
2.78,0.33,2.73,1.3
2.68,0.33,2.87,1.28
2.42,0.34,2.79,1.28
2.93,0.37,2.73,1.32
2.98,0.37,2.63,1.35
2.83,0.36,1.96,1.35
2.88,0.35,2.13,1.42
2.83,0.34,2.62,1.49
2.79,0.33,2.63,1.5
2.84,0.32,2.63,1.5
2.97,0.33,2.63,1.49
2.83,0.35,2.68,1.46
2.53,0.35,2.72,1.4
2.77,0.37,2.6,1.35
2.88,0.37,2.4,1.31
2.85,0.36,2.61,1.32
2.83,0.35,2.62,1.29
2.93,0.34,2.78,1.24
3.02,0.38,2.5,1.2
2.63,0.39,2.89,1.2
2.31,0.41,1.96,1.21
3.05,0.44,3.41,1.29
2.93,0.44,1.57,1.36
2.79,0.43,2.73,1.57
2.82,0.42,2.71,1.54
2.83,0.4,2.65,1.52
2.84,0.39,2.6,1.49
2.83,0.39,2.6,1.47
2.83,0.37,2.6,1.43
2.82,0.36,2.7,1.38
2.8,0.36,2.77,1.34
2.81,0.35,2.47,1.3
2.96,0.34,2.46,1.26
2.84,0.35,2.47,1.23
2.86,0.36,2.59,1.19
2.51,0.37,2.65,1.15
2.69,0.38,2.47,1.12
2.98,0.39,2.41,1.1
2.93,0.38,2.59,1.12
2.8,0.37,2.62,1.11
2.81,0.36,2.59,1.09
2.82,0.35,2.61,1.07
2.81,0.34,2.6,1.04
2.79,0.33,2.61,1.02
2.82,0.33,2.59,0.98
2.83,0.32,2.54,0.96
2.8,0.31,2.59,0.93
2.82,0.3,2.59,0.91
2.81,0.29,2.6,0.87
2.81,0.29,2.59,0.85
2.85,0.28,2.56,0.82
3.04,0.3,2.58,0.8
2.73,0.32,2.62,0.77
2.62,0.32,2.62,0.75
2.71,0.34,2.47,0.72
3.04,0.34,2.63,0.7
2.7,0.34,2.61,0.68
2.84,0.34,2.58,0.65
2.89,0.34,2.43,0.65
2.83,0.33,2.64,0.65
2.85,0.32,2.67,0.64
2.82,0.32,2.42,0.63
2.88,0.31,2.58,0.61
2.88,0.32,2.56,0.62
2.72,0.32,2.6,0.63
2.51,0.33,2.59,0.64
3,0.35,2.59,0.65
2.88,0.33,2.72,0.64
2.82,0.33,2.6,0.62
2.94,0.32,2.43,0.6
3.39,0.38,2.69,0.61
2.66,0.45,2.73,0.59
2.19,0.46,2.39,0.58
2.39,0.55,2.46,0.58
2.94,0.59,2.7,0.6
3.1,0.58,2.81,0.62
2.93,0.56,2.56,0.62
3.36,0.58,3.14,0.63
3.14,0.66,2.83,0.75
2.37,0.72,1.93,0.82
1.96,0.73,2.7,0.81
2.27,0.8,2.47,0.8
3.69,0.85,1.84,0.82
2.54,0.85,2.38,0.9
2.94,0.85,2.92,0.89
3.56,0.87,2.15,0.89
2.79,0.94,2.54,0.91
1.97,0.93,2.98,0.95
2.71,0.99,1.55,1.09
2.7,1.06,2.45,1.17
3.25,1.04,2.11,1.15
2.86,1.01,3.21,1.3
2.61,0.99,2.77,1.29
2.96,0.96,2.11,1.26
2.82,0.94,2.51,1.33
2.66,0.91,2.67,1.31
2.8,0.87,2.37,1.29
2.92,0.87,2.85,1.27
2.22,0.89,2.79,1.25
3.05,0.88,2.32,1.22
3.48,0.88,2.4,1.25
3.02,0.95,2.71,1.25
2.39,0.97,2.46,1.29
1.98,1.03,2.86,1.25
3.07,1.1,2.55,1.23
3.42,1.09,2.26,1.22
2.92,1.08,2.82,1.23
2.63,1.05,2.94,1.19
2.72,1.05,2.13,1.25
2.93,1.04,2.64,1.29
3.11,1.01,2.6,1.38
2.93,1.01,2.71,1.41
2.66,0.99,2.8,1.37
2.54,1.01,1.96,1.43
2.95,0.99,2.77,1.44
2.91,0.95,2.63,1.42
2.43,0.94,2.57,1.41
3.27,0.95,2.51,1.42
2.83,0.92,2.68,1.42
2.9,0.89,2.62,1.39
2.97,0.89,2.61,1.35
2.62,0.88,2.72,1.31
2.53,0.86,2.71,1.27
2.89,0.84,2.92,1.3
2.95,0.81,2.07,1.32
3.1,0.82,2.68,1.28
2.2,0.82,2.42,1.26
2.24,0.88,2.42,1.3
3.45,0.89,2.65,1.33
2.99,0.88,2.78,1.3
2.63,0.88,2.45,1.25
2.67,0.86,2.45,1.26
2.8,0.87,2.56,1.31
2.99,0.86,2.75,1.3
2.85,0.86,2.35,1.27
3.03,0.84,2.56,1.3
2.75,0.84,2.85,1.3
2.62,0.82,2.62,1.26
2.67,0.81,2.28,1.26
2.98,0.79,2.69,1.29
3.05,0.78,2.39,1.25
3.46,0.82,2.7,1.23
2.71,0.85,2.38,1.19
2.04,0.89,2.62,1.18
2.98,0.89,2.56,1.18
2.13,0.93,2.73,1.15
2.5,0.96,2.46,1.11
3.27,1.01,2.7,1.13
3.14,0.98,2.72,1.09
2.97,0.95,2.49,1.06
3.04,0.95,2.95,1.04
2.73,0.95,1.87,1.11
2.51,0.92,2.78,1.23
2.73,0.94,2.88,1.2
3.09,0.91,2.42,1.17
2.89,0.89,2.32,1.14
2.73,0.87,2.45,1.2
2.83,0.84,2.57,1.25
2.84,0.81,2.53,1.28
3.04,0.8,2.62,1.3
2.9,0.82,2.63,1.3
2.24,0.82,2.58,1.3
2.87,0.85,2.55,1.32
3.04,0.83,2.53,1.35
3.18,0.84,2.81,1.36
2.79,0.86,2.57,1.32
2.14,0.88,2.61,1.35
2.88,0.89,2.61,1.36
2.87,0.88,2.65,1.36
2.94,0.86,2.67,1.35
2.91,0.85,2.43,1.33
2.78,0.82,2.61,1.32
2.84,0.8,2.54,1.32
2.95,0.77,2.76,1.3
2.96,0.77,2.44,1.27
2.51,0.77,2.57,1.3
2.97,0.76,2.66,1.31
2.86,0.74,2.6,1.3
2.99,0.72,2.75,1.26
2.68,0.71,2.4,1.25
2.73,0.7,2.53,1.24
2.62,0.71,2.67,1.2
3.03,0.69,2.44,1.19
3.04,0.7,2.57,1.16
2.87,0.72,2.56,1.14
2.19,0.72,2.4,1.15
2.96,0.74,2.6,1.25
3.02,0.72,2.64,1.31
2.79,0.71,3.01,1.31
2.83,0.71,2.7,1.32
2.85,0.68,2.56,1.29
2.66,0.67,2.62,1.32
2.89,0.65,2.81,1.3
2.98,0.65,2.33,1.3
2.9,0.66,2.78,1.28
2.78,0.65,2.43,1.25
2.75,0.63,2.43,1.24
2.68,0.64,2.63,1.26
3.06,0.63,2.45,1.28
2.93,0.65,2.66,1.3
2.09,0.66,2.67,1.28
2.82,0.68,2.52,1.27
3.27,0.67,2.6,1.26
2.68,0.67,2.61,1.23
2.73,0.65,2.43,1.24
2.9,0.64,2.7,1.23
2.86,0.63,2.58,1.18
2.37,0.62,2.55,1.17
3.01,0.62,2.45,1.18
2.76,0.62,2.7,1.2
2.85,0.62,2.59,1.19
2.94,0.61,2.58,1.18
2.93,0.59,2.54,1.17
2.89,0.58,2.55,1.17
2.74,0.58,2.73,1.17
2.61,0.57,2.88,1.13
2.82,0.55,2.38,1.11
2.86,0.54,2.56,1.08
3,0.53,2.03,1.07
2.86,0.53,2.61,1.14
2.53,0.53,2.67,1.13
2.9,0.53,2.57,1.11
2.86,0.51,2.52,1.08
3.44,0.53,2.42,1.07
2.83,0.62,2.53,1.06
1.94,0.64,2.65,1.07
2.87,0.71,2.46,1.07
2.55,0.71,2.48,1.11
3.04,0.72,2.65,1.14
2.87,0.7,2.61,1.15
2.96,0.68,2.61,1.15
2.82,0.66,2.61,1.14
2.81,0.64,2.71,1.11
2.9,0.63,2.49,1.08
2.81,0.62,2.57,1.07
2.79,0.61,2.61,1.05
2.71,0.6,2.61,1.03
2.86,0.58,2.61,0.99
2.82,0.56,2.49,0.96
2.83,0.55,2.57,0.96
2.8,0.53,2.56,0.95
2.82,0.51,2.6,0.93
2.83,0.5,2.57,0.91
2.79,0.48,2.6,0.89
2.88,0.47,2.58,0.88
2.78,0.45,2.58,0.87
2.87,0.44,2.67,0.86
2.85,0.43,2.63,0.83
2.83,0.43,2.62,0.79
2.73,0.43,2.6,0.77
2.66,0.42,2.51,0.74
2.87,0.42,2.47,0.72
2.78,0.4,2.34,0.74
2.82,0.39,2.64,0.77
2.81,0.38,2.6,0.78
2.86,0.37,2.63,0.78
2.9,0.36,2.62,0.76
2.85,0.36,2.59,0.74
2.72,0.36,2.62,0.73
2.83,0.35,2.61,0.72
2.4,0.35,2.66,0.69
3.25,0.39,2.6,0.67
2.7,0.4,2.63,0.65
2.86,0.39,2.59,0.63
2.75,0.39,2.55,0.61
2.75,0.4,2.46,0.6
2.89,0.39,2.52,0.61
2.85,0.38,2.57,0.62
2.75,0.37,2.61,0.62
2.8,0.36,2.59,0.62
2.81,0.35,2.62,0.61
2.78,0.34,2.69,0.59
2.88,0.34,2.74,0.59
2.86,0.34,2.68,0.63
2.75,0.35,2.48,0.65
2.75,0.34,2.31,0.65
2.74,0.33,2.44,0.66
2.86,0.32,2.53,0.69
2.9,0.32,2.64,0.71
2.94,0.33,2.61,0.7
2.78,0.33,2.62,0.7
2.62,0.33,2.61,0.69
2.38,0.34,2.5,0.67
2.81,0.34,2.61,0.66
2.7,0.34,2.62,0.64
2.81,0.35,2.61,0.62
3.1,0.36,2.58,0.6
3.17,0.39,2.61,0.58
3,0.43,2.57,0.56
2.33,0.45,2.56,0.54
2.65,0.46,2.54,0.52
2.99,0.49,2.56,0.52
2.93,0.48,2.61,0.5
2.92,0.46,2.52,0.49
2.85,0.45,2.59,0.49
2.76,0.44,2.6,0.48
2.83,0.43,2.62,0.47
2.84,0.43,2.62,0.45
2.89,0.41,2.68,0.45
2.78,0.41,2.63,0.46
2.73,0.4,2.63,0.48
2.97,0.39,2.26,0.49
2.88,0.39,2.45,0.51
2.76,0.39,2.6,0.51
2.71,0.38,2.62,0.5
